35650               ,FORKLIFT PSN WAREHOUSE                  
41BAS0F          ,AIR SLIDE CONTROL BIN                   
41BBE01          ,"ELEVATOR, BUCKET                        "
41BBF01          ,"FILTER, BAG RAW MIX SILO TOP            "
41BBL01          ,"BLOWER, ROTARY PISTON                   "
41BBL02          ,"BLOWER, ROTARY PISTON FOR HOMOSILO      "
41BBL03          ,"BLOWER, ROTARY PISTON FOR SB03          "
41BBL04          ,"BLOWER, ROTARY PISTON FOR HOMOSILO      "
41BBL05          ,"BLOWER, ROTARY PISTON FOR STORAGE SILO  "
41BBL06          ,"BLOWER, ROTARY PISTON FOR SB 3          "
41BCP01          ,"COMPRESSOR, AIR                         "
41BFN01          ,"FAN, EXHAUST FOR BAG FILTER             "
41BFN02          ,"FAN, AIRSLIDE FOR AS02                  "
41BFN03          ,"FAN, BLOWER, AIRSLIDE FOR AS03          "
41BFN04          ,"FAN, BLOWER, AIRSLIDE FOR AS04          "
41BFN05          ,"FAN, BLOWER, AIRSLIDE FOR AS05          "
41BFN06          ,"FAN, BLOWER, AIRSLIDE FOR AS06          "
41BFN07          ,"FAN, BLOWER, AIRSLIDE FOR AS08          "
41BFN08          ,"FAN, AIRSLIDE FOR AS09                  "
41BFN09          ,"FAN, TURBO FOR AIR SLIDE                "
41BFN0A          ,"FAN, TURBO FOR AIR SLIDE                "
41BFN0B          ,"FAN, BLOWER, AIRSLIDE FOR AS0C          "
41BFN0C          ,"FAN, BLOWER, AIRSLIDE FOR AS09          "
41BPG01          ,"GATE, PNEUMATIC RAW MIX SILO DISCHARGE  "
41BPG02          ,"GATE, PNEUMATIC DIACHARGE AIRSLIDE      "
41BPG03          ,"GATE, PNEUMATIC HOMO SILO DISCHARGE     "
41BPG04          ,"GATE, PNEUMATIC HOMO SILO DISCHARGE     "
41BPG05          ,"GATE, PNEUMATIC HOMO SILO               "
41BPG06          ,"GATE, PNEUMATIC                         "
41BPG07          ,"GATE, PNEUMATIC                         "
41BPG08          ,"GATE, PNEUMATIC                         "
41BPG09          ,"GATE, PNEUMATIC                         "
41BPG0A          ,"GATE, PNEUMATIC FOR AIR SLIDE           "
41BPG0B          ,"GATE, PNEUMATIC FOR AIR SLIDE           "
41BPGO3          ,"GATE, PNEUMATIC DISCHARGE AIRSLIDE      "
41BRF01          ,"FEEDER, ROTARY FOR BF01                 "
41BRF02          ,"FEEDER, ROTARY FOR BF01                 "
41BSG01          ,"GATE, SHUT OFF RAW MIX SILO 1 DISCHARGE "
41BSG02          ,"GATE, SHUT OFF SILO 1 TO SILO X DISCH   "
41BSI01          ,"SILO, 1 RAW MEAL HOMO                   "
41BSI02          ,"SILO, 2 RAW MEAL, KILN 1 SIDE           "
41BSI03          ,"SILO, 3 RAW MEAL, SUB STATION SIDE      "
41BSI0X          ,"SILO, X RAW MEAL                        "
42A              ,STRING A DEDUSTING FOR RM/KILN          
42ACT01          ,"TOWER, SPRAY LINE 1, STRING 1           "
42AFN01          ,"FAN, PREHEATER STRING 1                 "
42ALD01          ,"CONTROL, DAMPER                         "
42ALD02          ,DAMPER SPRAY TOWER                      
42ARF01          ,"FEEDER, ROTARY SPRAY TOWER, CT01        "
42ASC01          ,"CONVEYOR, SCREW SPRAY TOWER, CT01       "
42ATR01          ,TRANSFORMER 42AFN01 PREHEATER FAN       
42AVM01          ,"CONTROL, DAMPER SPRAY TOWER             "
42AWP01          ,"PUMP, WATER SPRAY TOWER, CT01           "
42AWP02          ,"PUMP, WATER SPRAY TOWER, CT01           "
42AWT01          ,"TANK, WATER OLD SPRAY TOWER             "
42B              ,DEDUSTING FOR RP/KILN SYSTEM            
42BAI01          ,"AIR, CONDITION ELECTRIC ROOM 11         "
42BBF01          ,"FILTER, BAG L1 STRING 2                 "
42BCT01          ,"TOWER, SPRAY LINE 1, STRING 2           "
42BEP01          ,"PRECIPITATOR, ELECTROSTATIC L1 STRING 2 "
42BFN01          ,"FAN, PREHEATER STRING 2                 "
42BFN02          ,"FAN, EP LINE 1 STRING 2                 "
42BLD01          ,"CONTROL, DAMPER STRING 2 PH FAN, FN01   "
42BLD02          ,DAMPER SPRAY TOWER                      
42BLD03          ,"CONTROL, DAMPER UPGRADE LINE EP FAN     "
42BRF01          ,"FEEDER, ROTARY SPRAY TOWER, CT01        "
42BSC01          ,"CONVEYOR, SCREW SPRAY TOWER, CT01       "
42BSG01          ,"GATE, SHUT OFF SPRAY TOWER SCREW        "
42BSG02          ,"GATE, SHUT OFF SPRAY TOWER SCREW        "
42BSK05          ,STACK 5 RAW MILL 2ND STRING             
42BTR01          ,TRANSFORMER 42BFN01 PREHEATER FAN B     
42BWP01          ,"PUMP, WATER, 1 SPRAY TOWER, CT01        "
42BWP02          ,"PUMP, WATER, 2 SPRAY TOWER, CT01        "
42BWP03          ,"PUMP, WATER, 3 SPRAY TOWER, CT01        "
42BWT01          ,"TANK, WATER SPRAY TOWER, CT01           "
42C              ,42CEP01 GROUP                           
42CAI01          ,"AIR, CONDITION NEW EP FLS               "
42CDA01          ,"DAMPER, VALVE                           "
42CDA02          ,"DAMPER, DISC VALVE C1800, EP01          "
42CEP01          ,"PRECIPITATOR, ELECTROSTATIC 42C         "
42CEP01RG1       ,"GEAR, RAPPING, 1 FOR 42CEP              "
42CEP01RG2       ,"GEAR, RAPPING, 2 FOR 42CEP              "
42CEP01RG3       ,"GEAR, RAPPING, 3 FOR 42CEP              "
42CEP01RG4       ,"GEAR, RAPPING, 4 FOR 42CEP              "
42CEP01RG5       ,"GEAR, RAPPING, 5 FOR 42CEP              "
42CEP01RG6       ,"GEAR, RAPPING, 6 FOR 42CEP              "
42CFN01          ,FAN 42CEP                               
42CLD01          ,DAMPER FOR 42CFN01 EP FAN               
42CSK06          ,"STACK NO 6, EP MILSJO                   "
42CVB01MO1       ,MOTOR VIBRATOR BOTTOM HP 42CVB1         
42CVB02MO1       ,MOTOR VIBRATOR BOTTOM HP 0.13KW         
42CVB03MO1       ,MOTOR VIBRATOR BOTTOM HP 0.13KW         
42CVB04MO1       ,MOTOR VIBRATOR BOTTOM HP 0.13KW         
43A              ,STRING A PREHEATER FEED SYSTEM          
43AAL01          ,AIR LIFT STRING 1 KILN FEED             
43ABI01          ,"BIN, STORAGE STRING 1 PREHEATER FEED BIN"
43ABL01          ,BLOWER KILN 1 FEED BIN                  
43ABL02          ,"BLOWER, AIRLIFT                         "
43ABL03          ,"BLOWER, AIRLIFT                         "
43ABL04          ,"BLOWER, STANDBY FOR AIRLIFT             "
43ABL0B          ,"BLOWER, STANDBY KILN 1 FEED BIN         "
43ACN01          ,"CYCLONE, RECEIVING                      "
43AFM01          ,"METER, FLOW STRING 1 PREHEATER FEED     "
43APG01          ,"GATE, PNEUMATIC, BYPASS                 "
43APG02          ,"GATE, PNEUMATIC KILN FEED               "
43ASC01          ,"CONVEYOR, SCREW STRING 1 PREHEATER FEED "
43B              ,STRING B PREHEATER FEED SYSTEM          
43BAL01          ,AIR LIFT KILN FEED                      
43BAS01          ,AIR SLIDE CONTROL BIN DISCHARGE         
43BAS02          ,AIR SLIDE CONTROL BIN DISCHARGE         
43BAS03          ,AIR SLIDE TO AIRLIFT                    
43BBF01          ,"FILTER, BAG CONTROL BIN DEDUSTING       "
43BBI01          ,"BIN, STORAGE KILN FEED CONTROL BIN      "
43BBL01          ,"BLOWER, AERATION CONTROL BIN            "
43BBL02          ,"BLOWER, AIRLIFT                         "
43BBL03          ,"BLOWER, AIRLIFT                         "
43BBL0B          ,"BLOWER, AERATION CONTROL BIN            "
43BCP01          ,"COMPRESSOR, AIR, CONTROL                "
43BFM01          ,"METER, FLOW KILN FEED                   "
43BFN01          ,"FAN, AIRSLIDE                           "
43BFN02          ,"FAN, AIRSLIDE                           "
43BFN03          ,"FAN, AIRSLIDE                           "
43BFN04          ,"FAN, EXHAUST BAG FILTER                 "
43BMW01          ,"VALVE, 2 WAY RAW MATERIAL FEED          "
43BMW02          ,"VALVE, 2 WAY RAW MATERIAL FEED          "
43BPG01          ,"GATE, PNEUMATIC CONTROL BIN DISCHARGE   "
43BPG02          ,"GATE, PNEUMATIC CONTROL BIN DISCHARGE   "
43BRF01          ,"FEEDER, ROTARY FOR BAG FILTER           "
43BSG01          ,"GATE, SHUT OFF CONTROL BIN DISCHARGE    "
43BSG02          ,"GATE, SHUT OFF CONTROL BIN DISCHARGE    "
44A              ,STRING A PREHEATER GROUP                
44AAI01          ,"AIR, CONDITION GAS ANALYSER ROOM 1      "
44ABV01          ,"VALVE, BREATHER STRING 1 PREHEATER      "
44ACA01          ,"HOIST, ELECTRIC PREHEATER 1             "
44ACN01          ,"CYCLONE, 1A STRING 1                    "
44ACN02          ,"CYCLONE, 2A STRING 1                    "
44ACN03          ,"CYCLONE, 3A STRING 1                    "
44ACN04          ,"CYCLONE, 4A STRING 1                    "
44AMW01          ,"DAMPER, GATE, 2 WAY FLS                 "
44APH01          ,PREHEATER LINE 1 STRING 1               
44ARF01          ,"FEEDER, ROTARY STRING 1 PREHEATER FEED  "
44B              ,STRING B PREHEATER GROUP                
44BAI01          ,"AIR, CONDITION GAS ANALYSER ROOM 2      "
44BBV01          ,"VALVE, BREATHER STRING 2 PREHEATER      "
44BCN01          ,"CYCLONE, 1B STRING 2                    "
44BCN02          ,"CYCLONE, 2B STRING 2                    "
44BCN03          ,"CYCLONE, 3B STRING 2                    "
44BCN04          ,"CYCLONE, 4B STRING 2                    "
44BCN05          ,"CYCLONE, 5B STRING 2                    "
44BEL01          ,LIFT STRING 2 PREHEATER BUILDING        
44BFN01          ,FAN KILN 1 INLET CHAMBER                
44BPH01          ,PREHEATER LINE 1 STRING 1               
44BTE01          ,"DUCT, TERTIARY AIR PREHEATER STRING 2   "
44BWP01          ,"PUMP, WATER,HIGH PRESSURE, WOMA         "
461,KILN 1 SYSTEM                           
4612K1A          ,"ANALYZER, GAS KILN FEED                 "
461AI01          ,"AIR, CONDITION ELECTRIC ROOM8           "
461AI02          ,"AIR, CONDITION CENT.CONTROL ROOM1       "
461CA01          ,"HOIST, ELECTRIC FOR KILN 1 BURNER       "
461CEMSN01       ,CEMSCANNER KILN1                        
461CP01          ,"COMPRESSOR, AIR FOR GIRTH GEAR SPRAY    "
461CP02          ,"COMPRESSOR, AIR, UTILITY                "
461FN01          ,"FAN, COOLING                            "
461FN02          ,"FAN, COOLING                            "
461FN03          ,"FAN, COOLING                            "
461GE01          ,"GENERATOR SET, 1, 62.7KW, KILN 1        "
461KL01          ,"KILN, ROTARY, 1                         "
461KL01HY1       ,"HYD. UNIT, KILN 1 HYD. TRUST SYSTEM     "
461KL01LQ1       ,"LUBRICATION, PUMP, GREASE KILN GIRTHGEAR"
461KL01OM1       ,"PUMP, OIL, 1 KILN REDUCTION GEARBOX     "
461KL01OM2       ,"PUMP, OIL, 2 KILN REDUCTION GEARBOX     "
461KL01VW1       ,"DIESEL DRIVE, VOLKSWAGAN                "
461LQ01MO1       ,"MOTOR, OIL LUB. PUMP 1                  "
461LQ02MO1       ,"MOTOR, OIL LUB. PUMP 2                  "
461TR01          ,TRANSFORMER KILN 1 MAIN DRIVE           
461TR02          ,TRANSFORMER PREHEATER 1 DEPT            
471,COOLER LINE 1 SYSTEM                    
471AI01          ,"AIR, CONDITION ELECTRIC ROOM 12         "
471BF01          ,"FILTER, BAG FOR OUTSIDECLINKER EXTRACTL1"
471BL01          ,"BLOWER, PUSHER                          "
471EP01          ,"PRECIPITATOR, ELECTROSTATIC COOLER 1    "
471EP01RG1       ,"GEAR, RAPPING, 1 COOLER 1 EP            "
471EP01RG2       ,"GEAR, RAPPING, 2 COOLER 1 EP            "
471EP01RG3       ,"GEAR, RAPPING, 3 COOLER 1 EP            "
471EP01RG4       ,"GEAR, RAPPING, 4 COOLER 1 EP            "
471EP01RG5       ,"GEAR, RAPPING, 5 COOLER 1 EP            "
471EP01RG6       ,"GEAR, RAPPING, 6 COOLER 1 EP            "
471FN01          ,"FAN, COOLING COOLER 1                   "
471FN02          ,"FAN, COOLING COOLER 1                   "
471FN03          ,"FAN, COOLING CLINKER                    "
471FN04          ,"FAN, COOLING CLINKER COOLER             "
471FN05          ,"FAN, COOLING CLINKER COOLER             "
471FN06          ,"FAN, COOLING CLINKER COOLER 1           "
471FN07          ,"FAN, COOLING CLINKER COOLER 1           "
471FN08          ,"FAN, COOLING CLINKER COOLER 1           "
471FN09          ,"FAN, COOLING CLINKER COOLER 1           "
471FN0A          ,"FAN, COOLER                             "
471FN0B          ,"FAN, COOLER                             "
471FN0C          ,FAN COOLER EP                           
471FN0D          ,FAN COOLER 1                            
471GQ01          ,"COOLER, CLINKER, 1 GRATE 1              "
471GQ02          ,"COOLER, CLINKER, 1 GRATE 2              "
471HC01          ,"CRUSHER, HAMMER COOLER 1                "
471LD01          ,DAMPER FOR 471LD01                      
471LD02          ,DAMPER FOR 471LD02                      
471LD03          ,DAMPER FOR 471LD03                      
471LD04          ,DAMPER FOR 471LD04                      
471LD05          ,DAMPER FOR 471LD05                      
471LD06          ,DAMPER FOR 471LD06                      
471LD07          ,DAMPER FOR 471LD07                      
471LD08          ,DAMPER FOR 471LD08                      
471LD09          ,DAMPER FOR 471LD09                      
471LD0A          ,DAMPER FOR 471LD0A                      
471LD0B          ,DAMPER FOR 471LD0B                      
471LQ01          ,"LUBRICATION, PUMP, SYSTEM COOLER 1      "
471LQ02          ,"PUMP, GREASE LUBRICATION FOR EP SCREW   "
471LQ03          ,"LUBRICATION, PUMP, GREASE FOR EP SCREW  "
471PR01          ,"PUSHER COOLER, 471GQ01                  "
471RF01          ,"FEEDER, ROTARY                          "
471RF02          ,"FEEDER, ROTARY                          "
471RF03          ,"FEEDER, ROTARY                          "
471SC01          ,"CONVEYOR, SCREW COOLER 1 EP             "
471SC02          ,"CONVEYOR, SCREW COOLER 1 EP             "
471SC03          ,"CONVEYOR, SCREW COOLER 1 EP             "
471SC04          ,"CONVEYOR, SCREW COOLER 1 EP             "
471SC05          ,"CONVEYOR, SCREW COOLER 1 EP             "
471SC06          ,"CONVEYOR, SCREW COOLER 1 EP             "
471SK04          ,STACK 4 COOLER 1 EP                     
471SU1A          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 1A  "
471SU1B          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 1B  "
471SU2A          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 2A  "
471SU2B          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 2B  "
471SU3A          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 3A  "
471SU3B          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 3B  "
471SU4A          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 4A  "
471SU4B          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 4B  "
471SU5A          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 5A  "
471SU5B          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 5B  "
471SU6A          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 6A  "
471SU6B          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 6B  "
471SU7A          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 7A  "
471SU7B          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 7B  "
471SU8A          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 8A  "
471SU8B          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 8B  "
471SU9A          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 9A  "
471SU9B          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 9B  "
471SUAA          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 10A "
471SUAB          ,"DAMPER, DOUBLE FLAP COOLER 1 HOPPER 10B "
471TR01          ,TRANSFORMER COOLER DEPT                 
471TR02          ,TRANSFORMER COOLER DEPT                 
471WP01          ,"PUMP, WATER FOR HOT CLINKER SPRAYING    "
471WT01          ,"TANK, WATER FOR HOT CLINKERSPRAYING     "
481,COAL DUST HANDLING FOR KILN 1 FIRING    
4812K1A          ,"ANALYZER, GAS COAL MILL 3               "
481BF01          ,"FILTER, BAG COAL DUST BIN               "
481BF02          ,"FILTER, BAG COAL DUST BIN               "
481CB01          ,"BIN, STORAGE COAL DUST                  "
481EX01          ,"EXPLOSION, FLAP COAL DUST SILO          "
481EX02          ,"EXPLOSION, FLAP COAL DUST SILO          "
481FN01          ,"FAN, DEDUSTING                          "
481FN02          ,"FAN, DEDUSTING                          "
481IF01          ,"CO2 SYSTEM, COAL BIN                    "
481PW01          ,"WHEEL, PADDLE UNDER COAL DUST BIN       "
481PW02          ,"WHEEL, PADDLE UNDER COAL DUST BIN       "
48A              ,COAL DUST HANDLING FOR KILN 1 FIRING    
48ABF01          ,"FILTER, BAG COAL CONTROL BIN            "
48ABF02          ,"FILTER, BAG COAL CONTROL BIN            "
48ABL01          ,BLOWER FOR KILN BURNER                  
48ABL02          ,BLOWER FOR MULTICOR                     
48ABU01          ,BURNER KILN 1                           
48ABU01BG1       ,"BURNER, GUN, 1 KILN                     "
48ABU01BG2       ,"BURNER, GUN, 2 KILN                     "
48ABU01BG3       ,"BURNER, GUN, 3 KILN                     "
48ABU01MO1       ,"MOTOR, KILN 1 BURNER GUN CARRIAGE       "
48ACB01          ,"BIN, STORAGE COAL DUST CONTROL BIN      "
48ACP01          ,"COMPRESSOR, BLOWER FOR PNEUMATIC PUMP   "
48ADG01          ,"GATE, SHUT OFF UNDER COAL DUST BIN      "
48ADG02          ,"GATE, SHUT OFF UNDER COAL DUST BIN      "
48AFD01          ,FEEDER KILN FIRING                      
48AFM01          ,"METER, FLOW KILN FIRING                 "
48AFN01          ,"FAN, EXHAUST FOR BAG FILTER             "
48AFN02          ,FAN FOR KILN 1 BURNER                   
48AGA01          ,"GATE, SHUT OFF MAN. UNDER COAL DUST SILO"
48APP01          ,"PUMP, SCREW, PNEUMATIC KILN COAL FIRING "
48APW01          ,"WHEEL, PADDLE COAL DUST CONTROL BIN     "
48APW02          ,"WHEEL, PADDLE COAL DUST CONTROL BIN     "
48ARF01          ,"FEEDER, ROTARY COAL BIN                 "
48ARF02          ,"FEEDER, ROTARY COAL BIN                 "
48ARF03          ,"FEEDER, ROTARY COAL BIN                 "
48ARF04          ,"FEEDER, ROTARY                          "
48ASG01          ,"GATE, SHUT OFF UNDER COAL DUST BIN      "
48B              ,PYROCLONE FIRING SYSTEM                 
48BBF01          ,"FILTER, BAG PYROCLONE COAL CONTROL BIN  "
48BBF02          ,"FILTER, BAG PYROCLONE CONTROL BIN       "
48BBL01          ,BLOWER FOR MULTICOR                     
48BBU01          ,"BURNER, TAD PILOT                       "
48BBU02          ,"BURNER, PYROCLON                        "
48BCB01          ,"BIN, CONTROL COAL DUST PYROCLON         "
48BCP01          ,"COMPRESSOR, FOR PYROCLON PNEUMATIC PUMP "
48BDG01          ,"GATE, SHUT OFF UNDER COAL DUST BIN      "
48BDG02          ,"GATE, SHUT OFF UNDER COAL DUST BIN      "
48BFD01          ,FEEDER PYROCLON FIRING                  
48BFM01          ,"METER, FLOW PYROCLON COAL FEED          "
48BFN01          ,"FAN, DEDUSTING PYROCLON BURNER          "
48BFN02          ,FAN FOR PYROCLON BURNER                 
